source,market,date,split
investrade,treasury,2021-08-16,train
investrade,treasury,2021-08-18,train
investrade,treasury,2021-08-19,train
investrade,treasury,2021-08-20,train
investrade,treasury,2021-08-24,train
investrade,treasury,2021-08-25,train
investrade,treasury,2021-08-26,train
investrade,treasury,2021-08-27,train
investrade,treasury,2021-09-07,train
investrade,treasury,2021-09-09,train
investrade,treasury,2021-09-14,train
investrade,treasury,2021-09-23,train
investrade,treasury,2021-09-28,train
investrade,treasury,2021-10-04,train
investrade,treasury,2021-10-12,train
investrade,treasury,2021-11-03,train
investrade,treasury,2021-11-04,train
investrade,treasury,2021-11-05,train
investrade,treasury,2021-11-08,train
investrade,treasury,2021-11-10,train
investrade,treasury,2021-11-15,train
investrade,treasury,2021-11-17,train
investrade,treasury,2021-11-22,train
investrade,treasury,2021-11-23,train
investrade,treasury,2021-11-24,train
investrade,treasury,2021-11-30,train
investrade,treasury,2021-12-02,train
investrade,treasury,2021-12-07,train
investrade,treasury,2021-12-09,train
investrade,treasury,2021-12-10,train
investrade,treasury,2021-12-13,train
investrade,treasury,2021-12-20,train
investrade,treasury,2021-12-21,train
investrade,treasury,2021-12-22,train
investrade,treasury,2021-12-29,train
investrade,treasury,2021-12-30,train
investrade,treasury,2022-01-03,train
investrade,treasury,2022-01-04,train
investrade,treasury,2022-01-05,train
investrade,treasury,2022-01-07,train
investrade,treasury,2022-01-10,train
investrade,treasury,2022-01-13,train
investrade,treasury,2022-01-19,train
investrade,treasury,2022-01-21,train
investrade,treasury,2022-01-25,train
investrade,treasury,2022-01-26,train
investrade,treasury,2022-01-31,train
investrade,treasury,2022-02-01,train
investrade,treasury,2022-02-02,train
investrade,treasury,2022-02-10,train
investrade,treasury,2022-02-11,train
investrade,treasury,2022-02-14,train
investrade,treasury,2022-02-15,train
investrade,treasury,2022-02-18,train
investrade,treasury,2022-02-22,train
investrade,treasury,2022-02-23,train
investrade,treasury,2022-02-25,train
investrade,treasury,2022-02-28,train
investrade,treasury,2022-03-04,train
investrade,treasury,2022-03-07,train
investrade,treasury,2022-03-15,train
investrade,treasury,2022-03-16,train
investrade,treasury,2022-03-23,train
investrade,treasury,2022-03-25,train
investrade,treasury,2022-03-31,train
investrade,treasury,2022-04-05,train
investrade,treasury,2022-04-06,train
investrade,treasury,2022-04-07,train
investrade,treasury,2022-04-08,train
investrade,treasury,2022-04-12,train
investrade,treasury,2022-04-13,train
investrade,treasury,2022-04-14,train
investrade,treasury,2022-04-18,train
investrade,treasury,2022-04-20,train
investrade,treasury,2022-04-21,train
investrade,treasury,2022-04-26,train
investrade,treasury,2022-04-29,train
investrade,treasury,2022-05-11,train
investrade,treasury,2022-05-13,train
investrade,treasury,2022-05-16,train
investrade,treasury,2022-05-23,train
investrade,treasury,2022-05-27,train
investrade,treasury,2022-05-31,train
investrade,treasury,2022-06-06,train
investrade,treasury,2022-06-07,train
investrade,treasury,2022-06-08,train
investrade,treasury,2022-06-13,train
investrade,treasury,2022-06-14,train
investrade,treasury,2022-06-22,train
investrade,treasury,2022-06-27,train
investrade,treasury,2022-07-05,train
investrade,treasury,2022-07-08,train
investrade,treasury,2022-07-11,train
investrade,treasury,2022-07-13,train
investrade,treasury,2022-07-19,train
investrade,treasury,2022-07-20,train
investrade,treasury,2022-07-22,train
investrade,treasury,2022-07-28,train
investrade,treasury,2022-08-02,train
investrade,treasury,2022-08-10,train
investrade,treasury,2022-08-11,train
investrade,treasury,2022-08-16,train
investrade,treasury,2022-08-26,train
investrade,treasury,2022-08-29,train
investrade,treasury,2022-08-30,train
investrade,treasury,2022-09-01,train
investrade,treasury,2022-09-07,train
investrade,treasury,2022-09-19,train
investrade,treasury,2022-09-20,train
investrade,treasury,2022-09-21,train
investrade,treasury,2022-09-22,train
investrade,treasury,2022-09-26,train
investrade,treasury,2022-09-27,train
investrade,treasury,2022-09-28,train
investrade,treasury,2022-10-03,train
investrade,treasury,2022-10-06,train
investrade,treasury,2022-10-10,train
investrade,treasury,2022-10-11,train
investrade,treasury,2022-10-13,train
investrade,treasury,2022-10-25,validate
investrade,treasury,2022-10-26,validate
investrade,treasury,2022-10-28,validate
investrade,treasury,2022-11-01,validate
investrade,treasury,2022-11-03,validate
investrade,treasury,2022-11-08,validate
investrade,treasury,2022-11-09,validate
investrade,treasury,2022-11-10,validate
investrade,treasury,2022-11-15,validate
investrade,treasury,2022-11-16,validate
investrade,treasury,2022-11-17,validate
investrade,treasury,2022-11-21,validate
investrade,treasury,2022-12-06,validate
investrade,treasury,2022-12-07,validate
investrade,treasury,2022-12-08,validate
investrade,treasury,2022-12-09,validate
investrade,treasury,2022-12-12,validate
investrade,treasury,2022-12-15,validate
investrade,treasury,2022-12-22,validate
investrade,treasury,2022-12-27,validate
investrade,treasury,2022-12-28,validate
investrade,treasury,2023-01-09,validate
investrade,treasury,2023-01-10,test
investrade,treasury,2023-01-18,test
investrade,treasury,2023-01-19,test
investrade,treasury,2023-01-25,test
investrade,treasury,2023-01-27,test
investrade,treasury,2023-01-30,test
investrade,treasury,2023-02-01,test
investrade,treasury,2023-02-03,test
investrade,treasury,2023-02-06,test
investrade,treasury,2023-02-07,test
investrade,treasury,2023-02-09,test
investrade,treasury,2023-02-10,test
investrade,treasury,2023-02-21,test
investrade,treasury,2023-03-02,test
investrade,treasury,2023-03-07,test
investrade,treasury,2023-03-08,test
investrade,treasury,2023-03-20,test
investrade,treasury,2023-03-22,test
investrade,treasury,2023-03-24,test
investrade,treasury,2023-03-27,test
investrade,treasury,2023-03-28,test
investrade,treasury,2023-03-31,test
leaprate,currency,2019-04-29,train
leaprate,currency,2019-05-07,train
leaprate,currency,2019-05-08,train
leaprate,currency,2019-05-13,train
leaprate,currency,2019-05-14,train
leaprate,currency,2019-05-15,train
leaprate,currency,2019-06-11,train
leaprate,currency,2019-06-12,train
leaprate,currency,2019-06-13,train
leaprate,currency,2019-06-14,train
leaprate,currency,2019-06-17,train
leaprate,currency,2019-06-18,train
leaprate,currency,2019-06-19,train
leaprate,currency,2019-06-20,train
leaprate,currency,2019-06-24,train
leaprate,currency,2019-06-25,train
leaprate,currency,2019-06-26,train
leaprate,currency,2019-07-01,train
leaprate,currency,2019-07-02,train
leaprate,currency,2019-07-10,train
leaprate,currency,2019-07-11,train
leaprate,currency,2019-07-12,train
leaprate,currency,2019-07-15,train
leaprate,currency,2019-07-16,train
leaprate,currency,2019-07-17,train
leaprate,currency,2019-07-18,train
leaprate,currency,2019-07-23,train
leaprate,currency,2019-07-25,train
leaprate,currency,2019-07-26,train
leaprate,currency,2019-07-30,train
leaprate,currency,2019-07-31,train
leaprate,currency,2019-08-01,train
leaprate,currency,2019-08-02,train
leaprate,currency,2019-08-05,train
leaprate,currency,2019-08-07,train
leaprate,currency,2019-08-08,train
leaprate,currency,2019-08-12,train
leaprate,currency,2019-08-14,train
leaprate,currency,2019-08-15,train
leaprate,currency,2019-08-16,train
leaprate,currency,2019-08-19,train
leaprate,currency,2019-08-21,train
leaprate,currency,2019-08-28,train
leaprate,currency,2019-09-11,train
leaprate,currency,2019-09-12,train
leaprate,currency,2019-09-13,train
leaprate,currency,2019-09-18,train
leaprate,currency,2019-09-19,train
leaprate,currency,2019-09-24,train
leaprate,currency,2019-09-25,train
leaprate,currency,2019-09-26,train
leaprate,currency,2019-09-27,train
leaprate,currency,2019-10-02,train
leaprate,currency,2019-10-09,train
leaprate,currency,2019-10-10,train
leaprate,currency,2019-10-11,train
leaprate,currency,2019-10-23,train
leaprate,currency,2019-10-24,train
leaprate,currency,2019-11-04,train
leaprate,currency,2019-11-05,train
leaprate,currency,2019-11-06,train
leaprate,currency,2019-11-11,train
leaprate,currency,2019-11-14,train
leaprate,currency,2019-11-15,train
leaprate,currency,2019-11-21,train
leaprate,currency,2019-11-27,train
leaprate,currency,2019-12-02,train
leaprate,currency,2019-12-03,train
leaprate,currency,2019-12-06,train
leaprate,currency,2019-12-10,train
leaprate,currency,2019-12-16,train
leaprate,currency,2019-12-19,train
leaprate,currency,2019-12-20,train
leaprate,currency,2019-12-23,train
leaprate,currency,2019-12-24,train
leaprate,currency,2020-01-06,train
leaprate,currency,2020-01-07,train
leaprate,currency,2020-01-08,train
leaprate,currency,2020-01-09,train
leaprate,currency,2020-01-10,train
leaprate,currency,2020-01-13,train
leaprate,currency,2020-01-14,train
leaprate,currency,2020-01-15,train
leaprate,currency,2020-01-16,train
leaprate,currency,2020-01-17,train
leaprate,currency,2020-01-20,train
leaprate,currency,2020-01-21,train
leaprate,currency,2020-01-22,train
leaprate,currency,2020-01-23,train
leaprate,currency,2020-01-24,train
leaprate,currency,2020-01-28,train
leaprate,currency,2020-01-29,train
leaprate,currency,2020-02-04,train
leaprate,currency,2020-02-05,train
leaprate,currency,2020-02-06,train
leaprate,currency,2020-02-10,train
leaprate,currency,2020-02-11,train
leaprate,currency,2020-02-12,train
leaprate,currency,2020-02-13,train
leaprate,currency,2020-02-17,train
leaprate,currency,2020-02-18,train
leaprate,currency,2020-02-19,train
leaprate,currency,2020-02-20,train
leaprate,currency,2020-02-24,train
leaprate,currency,2020-02-26,train
leaprate,currency,2020-02-27,train
leaprate,currency,2020-02-28,train
leaprate,currency,2020-03-02,train
leaprate,currency,2020-03-03,train
leaprate,currency,2020-03-04,train
leaprate,currency,2020-03-05,train
leaprate,currency,2020-03-06,train
leaprate,currency,2020-03-09,train
leaprate,currency,2020-03-10,train
leaprate,currency,2020-03-11,train
leaprate,currency,2020-03-12,train
leaprate,currency,2020-03-19,train
leaprate,currency,2020-03-23,train
leaprate,currency,2020-03-24,train
leaprate,currency,2020-03-25,train
leaprate,currency,2020-03-26,train
leaprate,currency,2020-03-27,train
leaprate,currency,2020-03-30,train
leaprate,currency,2020-03-31,train
leaprate,currency,2020-04-01,train
leaprate,currency,2020-04-02,train
leaprate,currency,2020-04-06,train
leaprate,currency,2020-04-07,train
leaprate,currency,2020-04-08,train
leaprate,currency,2020-04-09,train
leaprate,currency,2020-04-10,train
leaprate,currency,2020-04-13,train
leaprate,currency,2020-04-14,train
leaprate,currency,2020-04-15,train
leaprate,currency,2020-04-16,train
leaprate,currency,2020-04-17,train
leaprate,currency,2020-04-20,train
leaprate,currency,2020-04-21,train
leaprate,currency,2020-04-22,train
leaprate,currency,2020-04-23,train
leaprate,currency,2020-04-24,train
leaprate,currency,2020-04-27,train
leaprate,currency,2020-04-28,train
leaprate,currency,2020-04-29,train
leaprate,currency,2020-04-30,train
leaprate,currency,2020-05-01,train
leaprate,currency,2020-05-04,train
leaprate,currency,2020-05-05,train
leaprate,currency,2020-05-06,train
leaprate,currency,2020-05-07,train
leaprate,currency,2020-05-08,train
leaprate,currency,2020-05-11,train
leaprate,currency,2020-05-12,train
leaprate,currency,2020-05-13,train
leaprate,currency,2020-05-14,train
leaprate,currency,2020-05-15,train
leaprate,currency,2020-05-18,train
leaprate,currency,2020-05-19,train
leaprate,currency,2020-05-20,train
leaprate,currency,2020-05-21,train
leaprate,currency,2020-05-22,train
leaprate,currency,2020-05-25,train
leaprate,currency,2020-05-26,train
leaprate,currency,2020-05-27,train
leaprate,currency,2020-05-28,train
leaprate,currency,2020-05-29,train
leaprate,currency,2020-06-01,train
leaprate,currency,2020-06-02,train
leaprate,currency,2020-06-03,train
leaprate,currency,2020-06-05,train
leaprate,currency,2020-06-08,train
leaprate,currency,2020-06-09,train
leaprate,currency,2020-06-15,train
leaprate,currency,2020-06-16,train
leaprate,currency,2020-06-18,train
leaprate,currency,2020-06-22,train
leaprate,currency,2020-06-23,train
leaprate,currency,2020-06-26,train
leaprate,currency,2020-06-29,train
leaprate,currency,2020-07-01,train
leaprate,currency,2020-07-02,train
leaprate,currency,2020-07-03,train
leaprate,currency,2020-07-06,train
leaprate,currency,2020-07-07,train
leaprate,currency,2020-07-08,train
leaprate,currency,2020-07-10,train
leaprate,currency,2020-07-13,train
leaprate,currency,2020-07-15,train
leaprate,currency,2020-07-16,train
leaprate,currency,2020-07-20,train
leaprate,currency,2020-07-21,train
leaprate,currency,2020-07-22,train
leaprate,currency,2020-07-23,train
leaprate,currency,2020-07-24,train
leaprate,currency,2020-07-27,train
leaprate,currency,2020-07-28,train
leaprate,currency,2020-07-29,train
leaprate,currency,2020-07-30,train
leaprate,currency,2020-08-04,train
leaprate,currency,2020-08-05,train
leaprate,currency,2020-08-06,train
leaprate,currency,2020-08-17,train
leaprate,currency,2020-09-01,train
leaprate,currency,2020-09-02,train
leaprate,currency,2020-09-03,train
leaprate,currency,2020-09-14,train
leaprate,currency,2020-09-16,train
leaprate,currency,2020-09-18,train
leaprate,currency,2020-09-21,train
leaprate,currency,2020-09-22,train
leaprate,currency,2020-09-23,train
leaprate,currency,2020-09-24,train
leaprate,currency,2020-09-25,train
leaprate,currency,2020-09-28,train
leaprate,currency,2020-09-29,train
leaprate,currency,2020-09-30,train
leaprate,currency,2020-10-01,train
leaprate,currency,2020-10-02,train
leaprate,currency,2020-10-06,train
leaprate,currency,2020-10-07,train
leaprate,currency,2020-10-08,train
leaprate,currency,2020-10-09,train
leaprate,currency,2020-10-12,train
leaprate,currency,2020-10-13,train
leaprate,currency,2020-10-14,train
leaprate,currency,2020-10-15,train
leaprate,currency,2020-10-16,train
leaprate,currency,2020-10-19,train
leaprate,currency,2020-10-20,train
leaprate,currency,2020-10-21,train
leaprate,currency,2020-10-22,train
leaprate,currency,2020-10-23,train
leaprate,currency,2020-10-26,train
leaprate,currency,2020-10-27,train
leaprate,currency,2020-10-29,train
leaprate,currency,2020-10-30,train
leaprate,currency,2020-11-10,train
leaprate,currency,2020-11-11,train
leaprate,currency,2020-11-13,train
leaprate,currency,2020-11-16,train
leaprate,currency,2020-11-17,train
leaprate,currency,2020-11-18,train
leaprate,currency,2020-11-19,train
leaprate,currency,2020-11-23,train
leaprate,currency,2020-11-24,train
leaprate,currency,2020-11-25,train
leaprate,currency,2020-11-27,train
leaprate,currency,2020-11-30,train
leaprate,currency,2020-12-01,train
leaprate,currency,2020-12-02,train
leaprate,currency,2020-12-04,train
leaprate,currency,2020-12-07,train
leaprate,currency,2020-12-08,train
leaprate,currency,2020-12-09,train
leaprate,currency,2020-12-11,train
leaprate,currency,2020-12-14,train
leaprate,currency,2020-12-15,train
leaprate,currency,2020-12-16,train
leaprate,currency,2020-12-17,train
leaprate,currency,2020-12-21,train
leaprate,currency,2020-12-22,train
leaprate,currency,2021-01-04,train
leaprate,currency,2021-01-05,train
leaprate,currency,2021-01-06,train
leaprate,currency,2021-01-08,train
leaprate,currency,2021-01-11,train
leaprate,currency,2021-01-12,train
leaprate,currency,2021-01-13,train
leaprate,currency,2021-01-14,train
leaprate,currency,2021-01-18,train
leaprate,currency,2021-01-19,train
leaprate,currency,2021-01-20,train
leaprate,currency,2021-01-21,train
leaprate,currency,2021-01-22,train
leaprate,currency,2021-01-25,train
leaprate,currency,2021-01-26,train
leaprate,currency,2021-01-27,train
leaprate,currency,2021-01-29,train
leaprate,currency,2021-02-02,train
leaprate,currency,2021-02-03,train
leaprate,currency,2021-02-04,train
leaprate,currency,2021-02-05,train
leaprate,currency,2021-02-08,train
leaprate,currency,2021-02-09,train
leaprate,currency,2021-02-10,train
leaprate,currency,2021-02-15,train
leaprate,currency,2021-02-16,train
leaprate,currency,2021-02-17,train
leaprate,currency,2021-02-18,train
leaprate,currency,2021-02-19,train
leaprate,currency,2021-02-22,train
leaprate,currency,2021-02-23,train
leaprate,currency,2021-02-24,train
leaprate,currency,2021-02-25,train
leaprate,currency,2021-02-26,train
leaprate,currency,2021-03-01,train
leaprate,currency,2021-03-02,train
leaprate,currency,2021-03-03,train
leaprate,currency,2021-03-04,train
leaprate,currency,2021-03-05,train
leaprate,currency,2021-03-09,train
leaprate,currency,2021-03-10,train
leaprate,currency,2021-03-11,train
leaprate,currency,2021-03-12,train
leaprate,currency,2021-03-15,train
leaprate,currency,2021-03-17,train
leaprate,currency,2021-03-18,train
leaprate,currency,2021-03-29,train
leaprate,currency,2021-03-30,train
leaprate,currency,2021-03-31,train
leaprate,currency,2021-04-01,train
leaprate,currency,2021-04-06,train
leaprate,currency,2021-04-07,train
leaprate,currency,2021-04-08,train
leaprate,currency,2021-04-12,train
leaprate,currency,2021-04-14,train
leaprate,currency,2021-04-15,train
leaprate,currency,2021-04-16,train
leaprate,currency,2021-04-19,train
leaprate,currency,2021-04-21,train
leaprate,currency,2021-04-26,train
leaprate,currency,2021-04-27,train
leaprate,currency,2021-04-28,train
leaprate,currency,2021-05-10,train
leaprate,currency,2021-05-12,train
leaprate,currency,2021-05-13,train
leaprate,currency,2021-05-14,train
leaprate,currency,2021-05-18,train
leaprate,currency,2021-05-19,train
leaprate,currency,2021-05-20,train
leaprate,currency,2021-05-21,train
leaprate,currency,2021-05-26,train
leaprate,currency,2021-05-27,train
leaprate,currency,2021-06-01,train
leaprate,currency,2021-06-02,train
leaprate,currency,2021-06-03,train
leaprate,currency,2021-06-04,train
leaprate,currency,2021-06-08,train
leaprate,currency,2021-06-09,train
leaprate,currency,2021-06-10,train
leaprate,currency,2021-06-14,train
leaprate,currency,2021-06-15,train
leaprate,currency,2021-06-16,train
leaprate,currency,2021-06-17,train
leaprate,currency,2021-06-18,train
leaprate,currency,2021-06-21,train
leaprate,currency,2021-06-22,train
leaprate,currency,2021-06-23,train
leaprate,currency,2021-06-24,train
leaprate,currency,2021-06-28,train
leaprate,currency,2021-06-29,train
leaprate,currency,2021-06-30,train
leaprate,currency,2021-07-01,train
leaprate,currency,2021-07-02,train
leaprate,currency,2021-07-05,train
leaprate,currency,2021-07-06,train
leaprate,currency,2021-07-07,train
leaprate,currency,2021-07-08,train
leaprate,currency,2021-07-09,train
leaprate,currency,2021-07-13,train
leaprate,currency,2021-07-14,train
leaprate,currency,2021-07-15,train
leaprate,currency,2021-07-16,train
leaprate,currency,2021-07-19,train
leaprate,currency,2021-07-20,train
leaprate,currency,2021-07-21,train
leaprate,currency,2021-07-22,train
leaprate,currency,2021-07-23,train
leaprate,currency,2021-07-26,train
leaprate,currency,2021-07-27,train
leaprate,currency,2021-07-28,train
leaprate,currency,2021-07-29,train
leaprate,currency,2021-07-30,train
leaprate,currency,2021-08-02,train
leaprate,currency,2021-08-03,train
leaprate,currency,2021-08-04,train
leaprate,currency,2021-08-05,train
leaprate,currency,2021-08-06,train
leaprate,currency,2021-08-09,train
leaprate,currency,2021-08-10,train
leaprate,currency,2021-08-11,train
leaprate,currency,2021-08-12,train
leaprate,currency,2021-08-13,train
leaprate,currency,2022-02-16,train
leaprate,currency,2022-02-17,train
leaprate,currency,2022-02-18,train
leaprate,currency,2022-02-24,train
leaprate,currency,2022-02-25,train
leaprate,currency,2022-03-08,train
leaprate,currency,2022-03-11,train
leaprate,currency,2022-03-16,train
leaprate,currency,2022-03-17,train
leaprate,currency,2022-03-22,train
leaprate,currency,2022-03-29,train
leaprate,currency,2022-03-30,train
leaprate,currency,2022-03-31,train
leaprate,currency,2022-04-07,train
leaprate,currency,2022-04-13,train
leaprate,currency,2022-04-14,train
leaprate,currency,2022-05-03,train
leaprate,currency,2022-05-05,train
leaprate,currency,2022-05-06,train
leaprate,currency,2022-05-11,train
leaprate,currency,2022-05-12,train
leaprate,currency,2022-05-13,train
leaprate,currency,2022-05-16,train
leaprate,currency,2022-05-17,validate
leaprate,currency,2022-05-19,validate
leaprate,currency,2022-05-20,validate
leaprate,currency,2022-05-24,validate
leaprate,currency,2022-05-25,validate
leaprate,currency,2022-05-26,validate
leaprate,currency,2022-06-08,validate
leaprate,currency,2022-06-09,validate
leaprate,currency,2022-06-13,validate
leaprate,currency,2022-06-15,validate
leaprate,currency,2022-06-16,validate
leaprate,currency,2022-06-21,validate
leaprate,currency,2022-06-23,validate
leaprate,currency,2022-06-24,validate
leaprate,currency,2022-06-27,validate
leaprate,currency,2022-06-28,validate
leaprate,currency,2022-06-30,validate
leaprate,currency,2022-07-11,validate
leaprate,currency,2022-07-12,validate
leaprate,currency,2022-07-13,validate
leaprate,currency,2022-07-14,validate
leaprate,currency,2022-07-15,validate
leaprate,currency,2022-07-19,validate
leaprate,currency,2022-07-20,validate
leaprate,currency,2022-07-21,validate
leaprate,currency,2022-07-25,validate
leaprate,currency,2022-07-26,validate
leaprate,currency,2022-07-27,validate
leaprate,currency,2022-07-28,validate
leaprate,currency,2022-07-29,validate
leaprate,currency,2022-08-02,validate
leaprate,currency,2022-08-03,validate
leaprate,currency,2022-08-04,validate
leaprate,currency,2022-08-05,validate
leaprate,currency,2022-08-09,validate
leaprate,currency,2022-08-10,validate
leaprate,currency,2022-08-11,validate
leaprate,currency,2022-08-16,validate
leaprate,currency,2022-08-17,validate
leaprate,currency,2022-09-13,validate
leaprate,currency,2022-09-14,validate
leaprate,currency,2022-09-15,validate
leaprate,currency,2022-09-19,validate
leaprate,currency,2022-09-20,validate
leaprate,currency,2022-09-22,validate
leaprate,currency,2022-09-23,validate
leaprate,currency,2022-09-28,validate
leaprate,currency,2022-09-29,validate
leaprate,currency,2022-09-30,validate
leaprate,currency,2022-10-04,validate
leaprate,currency,2022-10-05,test
leaprate,currency,2022-10-07,test
leaprate,currency,2022-10-10,test
leaprate,currency,2022-10-11,test
leaprate,currency,2022-10-12,test
leaprate,currency,2022-10-13,test
leaprate,currency,2022-10-17,test
leaprate,currency,2022-10-18,test
leaprate,currency,2022-10-19,test
leaprate,currency,2022-10-24,test
leaprate,currency,2022-10-26,test
leaprate,currency,2022-10-27,test
leaprate,currency,2022-11-01,test
leaprate,currency,2022-11-02,test
leaprate,currency,2022-11-03,test
leaprate,currency,2022-11-08,test
leaprate,currency,2022-11-09,test
leaprate,currency,2022-11-10,test
leaprate,currency,2022-11-11,test
leaprate,currency,2022-11-15,test
leaprate,currency,2022-11-16,test
leaprate,currency,2022-11-17,test
leaprate,currency,2022-11-18,test
leaprate,currency,2022-11-21,test
leaprate,currency,2022-11-22,test
leaprate,currency,2022-11-30,test
leaprate,currency,2022-12-01,test
leaprate,currency,2022-12-02,test
leaprate,currency,2022-12-05,test
leaprate,currency,2022-12-07,test
leaprate,currency,2022-12-08,test
leaprate,currency,2022-12-09,test
leaprate,currency,2022-12-13,test
leaprate,currency,2022-12-14,test
leaprate,currency,2022-12-15,test
leaprate,currency,2022-12-20,test
leaprate,currency,2022-12-21,test
leaprate,currency,2022-12-22,test
leaprate,currency,2023-01-04,test
leaprate,currency,2023-01-05,test
leaprate,currency,2023-01-09,test
leaprate,currency,2023-01-12,test
leaprate,currency,2023-01-16,test
leaprate,currency,2023-01-17,test
leaprate,currency,2023-01-19,test
leaprate,currency,2023-01-23,test
leaprate,currency,2023-01-24,test
leaprate,currency,2023-01-26,test
leaprate,currency,2023-01-27,test
leaprate,currency,2023-01-30,test
leaprate,gold,2019-04-30,train
leaprate,gold,2019-05-07,train
leaprate,gold,2019-05-09,train
leaprate,gold,2019-05-10,train
leaprate,gold,2019-05-17,train
leaprate,gold,2019-05-28,train
leaprate,gold,2019-06-10,train
leaprate,gold,2019-06-11,train
leaprate,gold,2019-06-18,train
leaprate,gold,2019-06-20,train
leaprate,gold,2019-06-21,train
leaprate,gold,2019-06-24,train
leaprate,gold,2019-06-25,train
leaprate,gold,2019-06-27,train
leaprate,gold,2019-06-28,train
leaprate,gold,2019-07-01,train
leaprate,gold,2019-07-02,train
leaprate,gold,2019-07-04,train
leaprate,gold,2019-07-05,train
leaprate,gold,2019-07-10,train
leaprate,gold,2019-07-26,train
leaprate,gold,2019-07-29,train
leaprate,gold,2019-07-30,train
leaprate,gold,2019-07-31,train
leaprate,gold,2019-08-02,train
leaprate,gold,2019-08-07,train
leaprate,gold,2019-08-08,train
leaprate,gold,2019-08-14,train
leaprate,gold,2019-08-15,train
leaprate,gold,2019-08-21,train
leaprate,gold,2019-08-23,train
leaprate,gold,2019-08-26,train
leaprate,gold,2019-09-11,train
leaprate,gold,2019-09-13,train
leaprate,gold,2019-09-20,train
leaprate,gold,2019-09-24,train
leaprate,gold,2019-09-26,train
leaprate,gold,2019-09-27,train
leaprate,gold,2019-10-03,train
leaprate,gold,2019-10-11,train
leaprate,gold,2019-10-24,train
leaprate,gold,2019-11-05,train
leaprate,gold,2019-11-15,train
leaprate,gold,2019-11-18,train
leaprate,gold,2019-11-21,train
leaprate,gold,2019-11-22,train
leaprate,gold,2019-11-27,train
leaprate,gold,2019-11-28,train
leaprate,gold,2019-12-10,train
leaprate,gold,2019-12-12,train
leaprate,gold,2019-12-26,train
leaprate,gold,2020-01-02,train
leaprate,gold,2020-01-03,train
leaprate,gold,2020-01-06,train
leaprate,gold,2020-01-07,train
leaprate,gold,2020-01-08,train
leaprate,gold,2020-01-09,train
leaprate,gold,2020-01-10,train
leaprate,gold,2020-01-13,train
leaprate,gold,2020-01-14,train
leaprate,gold,2020-01-15,train
leaprate,gold,2020-01-16,train
leaprate,gold,2020-01-17,train
leaprate,gold,2020-01-20,train
leaprate,gold,2020-01-21,train
leaprate,gold,2020-01-22,train
leaprate,gold,2020-01-23,train
leaprate,gold,2020-01-27,train
leaprate,gold,2020-02-04,train
leaprate,gold,2020-02-05,train
leaprate,gold,2020-02-06,train
leaprate,gold,2020-02-07,train
leaprate,gold,2020-02-10,train
leaprate,gold,2020-02-12,train
leaprate,gold,2020-02-13,train
leaprate,gold,2020-02-17,train
leaprate,gold,2020-02-27,train
leaprate,gold,2020-03-03,train
leaprate,gold,2020-03-04,train
leaprate,gold,2020-03-05,train
leaprate,gold,2020-03-06,train
leaprate,gold,2020-03-16,train
leaprate,gold,2020-03-17,train
leaprate,gold,2020-03-18,train
leaprate,gold,2020-03-20,train
leaprate,gold,2020-03-25,train
leaprate,gold,2020-03-27,train
leaprate,gold,2020-03-30,train
leaprate,gold,2020-03-31,train
leaprate,gold,2020-04-01,train
leaprate,gold,2020-04-02,train
leaprate,gold,2020-04-08,train
leaprate,gold,2020-04-09,train
leaprate,gold,2020-04-10,train
leaprate,gold,2020-04-14,train
leaprate,gold,2020-04-16,train
leaprate,gold,2020-04-17,train
leaprate,gold,2020-04-22,train
leaprate,gold,2020-04-24,train
leaprate,gold,2020-04-30,train
leaprate,gold,2020-05-01,train
leaprate,gold,2020-05-04,train
leaprate,gold,2020-05-06,train
leaprate,gold,2020-05-07,train
leaprate,gold,2020-05-08,train
leaprate,gold,2020-05-12,train
leaprate,gold,2020-05-13,train
leaprate,gold,2020-05-14,train
leaprate,gold,2020-05-15,train
leaprate,gold,2020-05-18,train
leaprate,gold,2020-05-19,train
leaprate,gold,2020-05-20,train
leaprate,gold,2020-05-22,train
leaprate,gold,2020-05-26,train
leaprate,gold,2020-05-27,train
leaprate,gold,2020-05-28,train
leaprate,gold,2020-05-29,train
leaprate,gold,2020-06-01,train
leaprate,gold,2020-06-03,train
leaprate,gold,2020-06-08,train
leaprate,gold,2020-06-09,train
leaprate,gold,2020-06-16,train
leaprate,gold,2020-06-18,train
leaprate,gold,2020-06-22,train
leaprate,gold,2020-06-23,train
leaprate,gold,2020-06-26,train
leaprate,gold,2020-06-29,train
leaprate,gold,2020-07-01,train
leaprate,gold,2020-07-02,train
leaprate,gold,2020-07-03,train
leaprate,gold,2020-07-07,train
leaprate,gold,2020-07-08,train
leaprate,gold,2020-07-13,train
leaprate,gold,2020-07-15,train
leaprate,gold,2020-07-20,train
leaprate,gold,2020-07-21,train
leaprate,gold,2020-07-22,train
leaprate,gold,2020-07-23,train
leaprate,gold,2020-07-24,train
leaprate,gold,2020-07-27,train
leaprate,gold,2020-07-28,train
leaprate,gold,2020-07-29,train
leaprate,gold,2020-07-30,train
leaprate,gold,2020-08-04,train
leaprate,gold,2020-08-05,train
leaprate,gold,2020-08-06,train
leaprate,gold,2020-08-10,train
leaprate,gold,2020-08-17,train
leaprate,gold,2020-09-01,train
